,Unnamed: 0,Unnamed: 0.1,url,winery,name,types,region,country,rating,n_rating,price,review,grapes,regional,food
2818,2818,2818,https://www.vivino.com/gulfi-rossojbleo/w/27314?year=2013&amp;price_id=10590546,Gulfi,Rossojbleo 2013,Red wine,Terre Siciliane,Italy,3.6,294 ratings,49.0,"Community reviews
Funky nature wine to nose that feels almost corked (sommelier guarantee the wine is good)with mineral and fresh dark cherry, med+tannin, short finish
Like
Comment
Jason S
702 ratings
Rated on Aug 5, 2016
Such a treat, we'll blended. Hints of spice, blackberry, cherry.....dark fruir.
Like
Comment
Erin L
637 ratings
Rated on Aug 6, 2016
Simple red made of a grape variety called Nero d'Avola that appears ruby red with violet hue in color, pleasant aromas of red fruits on the nose,med bodied with smooth tannins, easy but not boring, well paired with lasagna.
Like
Comments (30)
C C
1013 ratings
Rated on Dec 21, 2018
Show more reviews","Nero d'Avola
","Southern Italy Red
","Beef, Pasta, Lamb"
2819,2819,2819,https://www.vivino.com/falua-tinto/w/1262484?year=2015&amp;price_id=12939765,Falua,Tinto 2015,Red wine,Tejo,Portugal,3.5,35 ratings,24.55,"Summary
Winery
Falua
Grapes
Cabernet Sauvignon, Tempranillo, Touriga Franca, Castelao
Region
Tejo
Regional styles
Southern Portugal Red
Food pairing
Beef, Pasta, Veal, Poultry","Cabernet Sauvignon, Tempranillo, Touriga Franca, Castelao
","Southern Portugal Red
","Beef, Pasta, Veal, Poultry"
2820,2820,2820,https://www.vivino.com/ar-bodega-finca-las-moras-tulum-gran-syrah/w/2780392?year=2008&amp;price_id=595204,Bodega Finca Las Moras,Tulum Gran Syrah 2008,Red wine,San Juan,Argentina,4.1,42 ratings,32.28,"Community reviews
The very first of the horizontal tasting among the different Las Moras ""clos"". Bright red rubi of moderate intensity, Flowers and fresh red fruits with a somewhat ""earthy"" character. Mid boddied, correct acidit, lack of strenght on palate, and complexity in terms of length. 83 GGP
Like
Comments (2)
Gustavo Guagliardi Pacheco
1774 ratings
Rated the 2011 vintage on Jul 19, 2015
Um dos topos de linha da Las Moras, somente importante ressaltar que a variação de preço dele é gritante de um lugar pra outro. Vale pesquisar. Bom, mas falando de vinho... Coloração rubi médio com translucidez visível. Tem uma cor similar a sucos de uva integral. Lágrimas finas mas bem longas. No aroma é muito bom. Frutas vermelhas e negras maduras, muitas especiarias, tabaco e madeira evidentes, fechando com bom floral. Paladar seco e com boa acidez. Álcool quase perfeito e final longo. 👌
Like
Comments (1)
Renan Meneghin
946 ratings
Rated on Sep 12, 2017
Valle de Tulum, Valle del Zonda e Valle del Pedernal 650, 800 e 1300 metros A expressão máxima da syrah . O que eu mais gostei foi o zonda, com maturidade e complexidade a mostra. Especiarias e notas herbáceas O mais evoluído dos 3 vinhos Grande persistência aromática nos 3 vinhos
Like
Comments (1)
""VFBorbolét
6268 ratings
Rated on Dec 23, 2018
Show more reviews","Shiraz/Syrah
","Argentinian Syrah
","Beef, Lamb, Game (deer, venison), Poultry"
2821,2821,2821,https://www.vivino.com/fr-ferrari-c-ferrari-irancy/w/1370604?year=N.V.&amp;price_id=18324850,C Ferrari - Domaine Saint Germain,Irancy N.V.,Red wine,Irancy,France,3.5,326 ratings,60.18,"Community reviews
Nose is crisp with flashes of cassis. The flavor profile follows in suit with notes of cassis, prune, black cherry and a robust burst of smoke on the tail end. The tannins are present, but more mild compared to most French wines I’ve tried. She’s strikingly light and smooth with mild acidity as well. The tannins are more present than the acid structure suggests. They have a “zing” on the finish that is delightful. A very solid bottle!
Like
Comment
Chad Witecy
238 ratings
Rated the 2015 vintage on May 9, 2019
This wine from Irancy is one of my best wine bye ever. I
Like
Comment
Torben Rimmer
558 ratings
Rated the 2015 vintage on May 5, 2018
Fresh understated Chablis missing that extra something.
Like
Comment
Sean Black
587 ratings
Rated the 2012 vintage on May 8, 2014
Show more reviews","Pinot Noir
","Burgundy Red
","Beef, Veal, Game (deer, venison), Poultry"
2822,2822,2822,https://www.vivino.com/kompassus-reserva-branco/w/3751066?year=2012&amp;price_id=19017209,Kompassus,Reserva Branco 2012,White wine,Bairrada,Portugal,3.7,41 ratings,36.93,"Community reviews
Pale. Lemon/ Med+ intensity. Acacia. Pear. Lemon. Grass. Mint. Fennel. Wet stone. White pepper. Flint. Toast. Petrol. Developing/ Dry. High acidity. Med OH. Med+ body. Med+ flavour. Med+ finish
Like
Comment
Guille Irsermo
2566 ratings
Rated the 2013 vintage on Apr 22, 2017
Mineral aroma, with wood notes. In te mouth prevail the ripe fruit, maybe too marked by the wood. Elegant body and acidity. End of the mouth wih spicy notes.
Like
Comment
José Tavares
604 ratings
Rated the 2016 vintage on Nov 3, 2018
ENOTECA DECANTER SP. GLASS WINE TASTING. 3.7 Nice white blend (Arinto e Bical), intense citrine-yellow colour, aromatic, lime, orange skin, white fruits, citric, light toast, good freshness, envolved and easygoing finish. ENOTECA DECANTER SP. Prova em taça. 3.7 Belo corte da Bairrada (Arinto e Bical). Amarelo citrino intenso, aromático, casca de laranja, lima, frutas brancas, cítrico, leve tosta, bom frescor, evoluído sem perder vivacidade, final atraente.
Like
Comments (32)
MARCELO BRANDÃO
6171 ratings
Rated the 2013 vintage on Dec 5, 2018
Show more reviews","Arinto de Bucelas, Bical
","Northern Portugal White
","Shellfish, Appetizers and snacks, Lean fish, Cured Meat"
2823,2823,2823,https://www.vivino.com/baglio-di-luna-grillo/w/3287455?year=2017&amp;price_id=16360680,Baglio di Luna,Grillo 2017,White wine,Terre Siciliane,Italy,3.5,52 ratings,21.53,"Community reviews
Leve vinho italiano da região da Sicília. Amadureceu em cubas de aço inox por 4 meses. Aos olhos rubi intenso característico da uva Nero D' Avola. Taninos finos e final longo faz deste um ótimo vinho do dia a dia! Não deixem de provar! Light wine Italian wine from Sicily. It matured in stainless steel vats for 4 months. Into the eyes ruby intense characteristic of the grape Nero D 'Avola. Fine tannins and long finish makes this a great day to day wine! Cheers friends! Do not fail to prove it!
Like
Comments (4)
Julio Prado
913 ratings
Rated the 2016 vintage on Oct 7, 2017
Young, delicate, spicy touch at the finishing...
Like
Comment
Sergei Kamolov
293 ratings
Rated the 2015 vintage on Oct 9, 2016
A quite different Italian white wine. Basically mineral with high acidity.
Like
Comments (7)
Grigorhaig
1121 ratings
Rated the 2016 vintage on Feb 2, 2019
Show more reviews","Grillo
","Southern Italy White
","Shellfish, Vegetarian, Appetizers and snacks"
2824,2824,2824,https://www.vivino.com/ar-bodega-finca-las-moras-intis-sauvignon-blanc/w/1372845?year=2016&amp;price_id=11224037,Bodega Finca Las Moras,Intis Sauvignon Blanc 2016,White wine,San Juan,Argentina,3.2,113 ratings,17.15,"Community reviews
Ok, we've opened up this SB from Argentina as well, just to compare it with SB's from Chile. Different definetly. It is somehow more outspoken fruity then SB's from Chile, which is most of the time the case with SB's from Argentina. But this one is a bit more crisp and higher in the acid's. Still very nice though! Easy going white for a wide audience again. A well deserved 3.0 star + an extra 0.5 for it's price! 3.5 in total! Enjoy Easter everybody!
Like
Comment
Koen Bitter
1883 ratings
Rated the 2015 vintage on Mar 26, 2016
Acidez acima do ideal.
Like
Comment
Claudio Castilho
848 ratings
Rated the 2015 vintage on Oct 29, 2017
Not bad. Just what you may expect from Sauvignon Blanc
Like
Comment
Dmitriy Vetlugin
130 ratings
Rated on Apr 9, 2019
Show more reviews","Sauvignon Blanc
","Argentinian Sauvignon Blanc
","Shellfish, Vegetarian, Goat cheese"
2825,2825,2825,https://www.vivino.com/horst-sauer-escherndorfer-furstenberg-muller-thurgau-kabinett-trocken/w/1234078?year=2010&amp;price_id=595490,Horst Sauer,Escherndorfer Fürstenberg Müller Thurgau Kabinett Trocken 2010,White wine,Escherndorf,Germany,4.0,40 ratings,29.55,"Community reviews
Coloração amarelo ouro nos leva a crer que vem pela frente um exemplar adocicado e maduro! Ledo engano, no olfato herbáceo, com nuances de pêssego e florais. Na boca o pêssego é bem acentuado, com leveza e álcool super equilibrado esse vinho tem o álcool na medida (11,5%), retrogosto prolongado e ótima persistência!
Like
Comment
Rafael Andrade
591 ratings
Rated on Feb 5, 2017
Muito bom vinho. Aromas de pêssegos, maça verde, frutas cítricas, florais e erva-doce. Na boca é frutado, leve, seco, refrescante e álcool bem equilibrado. Final agradável de boa persistência. Feliz Natal! Saúde!
Like
Comments (6)
Roberto Sakaguti
1662 ratings
Rated on Dec 24, 2015
Cor amarelo dourado intenso, com leves tons esverdeados. No nariz, perfume levemente adocicado, lembrando mel e flores do campo. Na boca, leve, seco, com extrema mineralidade, longa permanência de sabores frutados. Um vinho excelente para um dia quente, acompanhando ostras frescas e ostras gratinadas com roquefort e pera, à beira da baía sul de Floripa!
Like
Comment
Vilela
442 ratings
Rated on Apr 11, 2015
Show more reviews","Müller-Thurgau
","German Müller Thurgau
","Shellfish, Spicy food, Vegetarian, Appetizers and snacks, Lean fish"
2826,2826,2826,https://www.vivino.com/trabucchi-recioto-della-valpolicella/w/1226935?year=2006&amp;price_id=11133035,Trabucchi d'Illasi,Recioto della Valpolicella 2006,Red wine,Recioto della Valpolicella,Italy,4.3,55 ratings,49.75,"Community reviews
Reach&deep aroma of liquorised DFB, later comes some herbs. Full&roundish palate. Balance is very good with enough acidity against sugar, mild tannins&full body.
Like
Comment
Alexander Kharlamov
1356 ratings
Rated on Jul 25, 2018
Awesome dessert wine.
Like
Comments (1)
K T
1182 ratings
Rated on Oct 15, 2017
This wine was chosen to best sweet wine in italy for the 2005 vintage, the 2006 is just as good. The grapes are dried +6 months and the effect is a full bodied sweet wine that cries out for large glasses and more bottles. The price is around 50€ 1/2 bottle but it is worth it. Best recioto i have had the pleasure of trying
Like
Comment
Peter Strom
102 ratings
Rated on Feb 8, 2014
Show more reviews","Corvina, Rondinella, Corvinone, Oseleta
","Italian Valpolicella Red
","Beef, Pasta, Veal, Poultry"
2827,2827,2827,https://www.vivino.com/los-vinateros-bravos-granitico-cinsault/w/5477632?year=2016&amp;price_id=18543853,A Los Viñateros Bravos,Granítico Cinsault 2016,Red wine,Itata Valley,Chile,3.9,64 ratings,29.75,"Community reviews
New grape for me. Such a nice grape. Medium bodied, fresh, berries, herbs. Well produced wine.
Like
Comment
Yuri G
1000 ratings
Rated on Apr 17, 2019
Tried it again, what a joy this wine. Intense aroma, nice rather high acidity, developed soft tannins, rich taste and long final. Raspberry, strawberry, pomegranate, ceder, licorice, herbs and damp forest.
Like
Comments (2)
Marco
2331 ratings
Rated on Oct 17, 2018
Mostly good but not a taste for everyone. Can have a slightly cough medicine taste. However great to see the cinsault from itata begin to evolve in Chile. It’s light and refreshing. Strawberry jam on the nose with some earthy tones as well. In mouth light and fresh.
Like
Comment
Ted Goetz
290 ratings
Rated on Apr 11, 2019
Show more reviews","Cinsault
",,"Winery
A Los Viñateros Bravos
Grapes
Cinsault
Region
Itata Valley"
2828,2828,2828,https://www.vivino.com/catena-mendoza-malbec/w/1873?year=2016&amp;price_id=13084114,Catena,Malbec 2016,Red wine,Mendoza,Argentina,4.1,7225 ratings,34.4,"Community reviews
Superb quality. Full of dark berries flavour mainly blackberry with oaky and vanilla hints. Smooth long finish. Well balanced.
Like
Comment
Artur Leszek
204 ratings
Rated on Feb 9, 2019
Great Malbec from Argentina! Wonderful earthy nose, with hints of vanilla and oak. Great finish with notes of chocolate, earth and spice. Yum!!
Like
Comment
Randy Randolph
756 ratings
Rated on May 10, 2019
4.2. Awesome surprise. Super tasty, loads of fruity flavor with nice long finish. Smooth and dry. I would get this one again for sure
Like
Comments (2)
Marcy Peters
208 ratings
Rated on Nov 12, 2018
Show more reviews","Malbec
","Argentinian Malbec
","Beef, Lamb, Poultry
Alcohol
13%
Allergy notice
sulfites, milk, egg"
2829,2829,2829,https://www.vivino.com/achaval-ferrer-malbec/w/77560?year=2017&amp;price_id=17668314,Achaval-Ferrer,Malbec 2017,Red wine,Mendoza,Argentina,4.0,1707 ratings,38.5,"Community reviews
Wow wine!!! Good structure, fruit driven, but smooth tannins and quite elegant. Long aftertaste of violets, black cherry, leather, light tobacco and spiciness.
Like
Comment
Vektor Gti
495 ratings
Rated on Feb 12, 2019
Wintry nights cry out for the earthy warmth of a good Malbec. This fit the bill perfectly. Deep dark purple on the pour, smoke and oak, even some leather. We let it open about 40 min before pouring.
Like
Comment
Fran Moran
440 ratings
Rated on Jan 14, 2019
Bright violet in color, this wine is fresh and floral, featuring blackberry, plums and violets on the nose and palate. The wine is soft and round with a noticeable minerality. Silky tannins mark a lengthy finish. A must try for Malbec enthusiasts.
Like
Comments (1)
Gordon Brauer
250 ratings
Rated on Jan 28, 2019
Show more reviews","Malbec
","Argentinian Malbec
","Beef, Lamb, Poultry
Alcohol
14.2%"
2830,2830,2830,https://www.vivino.com/romaneira-tinto/w/1201755?year=2012&amp;price_id=18076797,Quinta da Romaneira,Tinto 2012,Red wine,Douro,Portugal,4.0,631 ratings,22.43,"Community reviews
(4.1*) Port and Douro Wine Tasting Sao Paulo 2018. My forth vintage of this tradition wine from Douro, every vintage is a different blend and in this year is composed by 75% Touriga Nacional, 15% Touriga Franca and 10% Tinto Cão aged for 14 months in French oak with 13,5% abv. Ruby-red colour, aromas of red fruits, leather and chocolate. On palate is full bodied and very firm with fine tannins and flavours of vanilla and cedar. Finished strong and ripe.
Like
Comments (7)
Rodrigo Sitta
4911 ratings
Rated on May 2, 2018
Blind tasting at Romans part 2... Wow, tonights my lucky night! Again I guesed grape, country and vintage correct ☺. This Douro has nice black cherry and current impressions. Lots of herbs and spices, black chocolate and rubber make it interesting. On palate dense, round, balanced with beautifully integrated oak, chocolate and herbs again. Nice 18/20.
Like
Comments (2)
Tobias Berg
829 ratings
Rated on Jun 14, 2016
Deep inky purple colour, full bodied, high acidity. Great fruit. First Douro and will be coming back for more!
Like
Comment
Matthew Tyrrell
318 ratings
Rated on Nov 28, 2018
Show more reviews","Touriga Nacional, Touriga Franca, Tinto Cao
","Portuguese Douro Red
","Beef, Pasta, Lamb, Game (deer, venison)
Alcohol
13%
Allergy notice
sulfites"
2831,2831,2831,https://www.vivino.com/cheval-des-andes-mendoza/w/1926899?year=2012&amp;price_id=12660195,Cheval des Andes,Mendoza 2012,Red wine,Mendoza,Argentina,4.4,1354 ratings,124.0,"Community reviews
Over the top. Bordeaux meets the Andes great meritage of Malbec and Cab if you can't drink the bottle in an hour just wait. It gets better
Like
Comment
Frank D
657 ratings
Rated on Mar 4, 2017
Beautiful wine. 66/26/8 Malbec/Cab Sauv/Petit Verdot. The slightly acidic Argentinian cab blends perfectly with the bold Malbec. Love it
Like
Comment
Benjamin Cobb
189 ratings
Rated on Dec 15, 2017
A well rounded, if not typical high end Malbec blend. It is elegant and silky. It is a great wine, but for the price tag falls a bit short. It lacks some character.
Like
Comment
Michael Van den Bergh
197 ratings
Rated on Apr 6, 2019
Show more reviews","Merlot, Petit Verdot, Cabernet Sauvignon, Malbec
","Argentinian Bordeaux Blend
","Beef, Pasta, Lamb, Poultry
Alcohol
15%"
2832,2832,2832,https://www.vivino.com/luigi-pira-barolo-vigna-rionda/w/77542?year=2013&amp;price_id=13250522,Pira Luigi,Barolo Vigna Rionda 2013,Red wine,Barolo,Italy,4.2,58 ratings,71.38,"Community reviews
Few things can beat having a steak with Barolo on a Tuesday
Like
Comments (10)
Michael
3481 ratings
Rated on May 23, 2017
Appearance: Ruby red. Clear. Medium intens. Nose: developing, pronounced intensity, clean. Aromas of cherry, violet, tar. Palate: high tannins, high acidity, full body, long finish. Assesment: outstanding wine. Way too young to drink. Magnum in Centro storico in serralunga d'Alba.
Like
Comment
Krimson
1752 ratings
Rated on Sep 23, 2018
Complex, elegant. Taste of wild berries and deep balsamic. Very very rich but balanced and a very special wine for a special occasion.
Like
Comment
Far Zav
114 ratings
Rated on Jul 31, 2017
Show more reviews","Nebbiolo
","Italian Barolo
","Beef, Pasta, Lamb, Game (deer, venison)"
2833,2833,2833,https://www.vivino.com/boekenhoutskloof-porcupine-ridge-sauvignon-blanc/w/23059?year=2016&amp;price_id=13383599,Boekenhoutskloof,Porcupine Ridge Sauvignon Blanc 2016,White wine,Franschhoek,South Africa,3.4,499 ratings,27.38,"Community reviews
Of all vintages tasted, this one probably my favorite. Not too flowery or fruity or grassy. Middle of the road Sauvignon Blanc
Like
Comment
Pieter De Maayer
699 ratings
Rated on Sep 30, 2017
Rigorous nose with notes of gooseberry and green fruit, nuances of vegetables, tomato plant.. Mineral taste with medium+ acidity with light bitterness, light-to-medium body, a bit empty, green fruit and grass on the palate.. 750ml Club wine-tasting ""Sauvignon Blanc"". 85-86/100, 3,5*
Like
Comments (14)
Sergey Pirogov RWC
2440 ratings
Rated on Sep 4, 2017
A pleasant, very fresh nose of limes, green apple and lemon juice. Then grass, green unripe pineapple, green chilli pepper and a whiff of coconut cream and a hint of gasoline. On the palate, medium + acidity and a long tart lemony finish. Easy to drink.
Like
Comment
Cong Bo
166 ratings
Rated on Mar 23, 2019
Show more reviews","Sauvignon Blanc
","South African Sauvignon Blanc
","Shellfish, Vegetarian, Goat cheese
Alcohol
12.5%
Residual sugar
1 g/l
Allergy notice
sulfites, milk, egg"
2834,2834,2834,https://www.vivino.com/argento-malbec/w/1145637?year=2015&amp;price_id=17922511,Argento,Malbec 2015,Red wine,Mendoza,Argentina,3.4,1685 ratings,11.58,"Community reviews
Medium purple colour, dry, notes of dark berries, red fruits and raisins. Raspberries, cranberries and earthy leaves on the palate. Full bodied, well balanced, smooth and with a fruity finish.
Like
Comment
Marc Albert
490 ratings
Rated on Oct 19, 2017
()Nose and body medium both in fruit and sour, tannins present au point, beautiful decay, decant for 30 min. to get the most, a croud pleaser for sure, great price. Nice with and without food tried both :)
Like
Comments (2)
D'Canuzo
1043 ratings
Rated on Oct 25, 2017
One of the least eventful noses I have encountered in a while. There is almost nothing here to smell save for a single warm alcohol note that is not entirely unpleasant but doesn't get you excited. The palate is where it shines. Fruit forward and immediately bracing. Lots of lush fruit. Tapers to a warming spicy centre and then finished tight and clean with a nice palate cleaning astringency and some very fine tannins. Worth a try. Easy to enjoy.
Like
Comment
Anthony Bosco
1342 ratings
Rated on Apr 22, 2017
Show more reviews","Malbec
","Argentinian Malbec
","Beef, Lamb, Poultry
Alcohol
13.5%"
2835,2835,2835,https://www.vivino.com/quinta-do-vallado-touriga-nacional/w/16966?year=2014&amp;price_id=10013815,Quinta do Vallado,Touriga Nacional 2014,Red wine,Douro,Portugal,4.0,925 ratings,74.81,"Community reviews
A dense, polished red, with mouthcoating layers of grilled plum, dried blackberry and currant fruit, underscored by savory spice and herb elements. Charcoal, licorice and dried floral aromas fill the firm finish.
Like
Comments (4)
Adrian Nyffeler
10579 ratings
Rated on Dec 29, 2016
The bad part is that you don't get much of nose from it. Starts beautifully with dark cherry but ends bit on sour. With food would be great
Like
Comment
Leo Golubovsky
229 ratings
Rated on May 19, 2017
Goes well with fish and meat. Somewhat of a weak nose but a decent strong flavor especially of black cherry followed by some oakiness
Like
Comment
Neil Brutman
191 ratings
Rated on Aug 25, 2018
Show more reviews","Touriga Nacional
","Portuguese Douro Red
","Beef, Pasta, Lamb, Game (deer, venison)
Alcohol
14%"
2836,2836,2836,https://www.vivino.com/farnese-fantini-montepulciano-d-abruzzo/w/1516013?year=2016&amp;price_id=18896545,Farnese,Fantini Montepulciano d'Abruzzo 2016,Red wine,Montepulciano d'Abruzzo,Italy,3.6,1780 ratings,21.75,"Community reviews
Citrus peel and oak on the nose. High grippy tannis, high acidity, dry, medium bodied. Complex dark fruit notes woth a great finish. Acidity is high without being harsh and makes a great simple dinner wine. Highly recommended for its price range.
Like
Comment
Jakey Fausto
121 ratings
Rated on Feb 23, 2019
Dark garnet color; red and black berry nose; 13% ABV. Medium to full bodied 100% montepulciano d'abruzzo from 10-20 year old vines. Ripe cherries, plum, boysenberry, and vanilla. Paired beautifully with beef and sausage lasagna. Great QPR.
Like
Comments (2)
David
993 ratings
Rated on Nov 17, 2017
Para quem não tem um Brunello, vai deste Montepulciano D’abruzzo, vinho macio e taninos equilibrados, frutas negras, cor rubi claro, ótima persistência. Redondo. Curiosidade: este vinho é servido no Due Cuochi e Braz Trattoria in SP. For those who do not have a Brunello, I recomend this Montepulciano D'abruzzo, soft wine and balanced tannins, black fruits, light ruby color, great persistence. Round. Curiosity: this wine is served in the Due Cuochi and Braz Trattoria restaurant in São Paulo.
Like
Comment
Carlos e Aline Alcântara
915 ratings
Rated on Nov 22, 2017
Show more reviews","Montepulciano
","Italian Montepulciano d'Abruzzo
","Beef, Pasta, Veal, Pork
Alcohol
13%
Residual sugar
6 g/l
Allergy notice
sulfites, milk, egg"
2837,2837,2837,https://www.vivino.com/talo-primitivo-merlot/w/2402719?year=2017&amp;price_id=17123143,Talò,Primitivo - Merlot 2017,Red wine,Tarantino,Italy,4.1,492 ratings,28.73,"Community reviews
4.4 Wonderful this primitive! Oak, cherry, blueberry, plum and vanilla. Very soft and smooth with tannins and acidity in the point. Good structure and In the mouth very intense 4.4 Maravilhoso esse primitivo! Carvalho, cereja, mirtilo, ameixa e baunilha. Muito macio e suave com taninos e acidez no ponto. Boa estrutura e na boca muito intenso
Like
Comment
Marcelo Caseira
1180 ratings
Rated on Feb 3, 2019
Awesome wine... the best i ve tried in the year by far, its really smooth despite being a 2017 one, and surely is better than great most wines at the same price range. Even a little higher range.
Like
Comment
Daniel Bozza
133 ratings
Rated on Feb 27, 2019
4.2 Very interessant blend 50% Merlot : 50% Primitivo 👃 compote red and black fruits, chocolate 👅 Plums, blueberry, black currant, a bit cinnamon Velvet tannines Medium to long aftertaste Exellent price / quality ratio
Like
Comments (6)
Allute
422 ratings
Rated on Jan 6, 2019
Show more reviews","Merlot, Primitivo
","Southern Italy Red
","Beef, Pasta, Lamb
Alcohol
13.5%"
2838,2838,2838,https://www.vivino.com/mouton-cadet-bordeaux/w/4113?year=2015&amp;price_id=15939352,Mouton Cadet,Bordeaux 2015,Red wine,Bordeaux,France,3.5,9594 ratings,34.98,"Community reviews
For $15 is hard to beat . Probably not age worthy but got all elements for a classic cab blend cherry earthy blackcurrant tobacco
Like
Comments (4)
Alan Wu
1229 ratings
Rated on Apr 28, 2019
Dry, black currant, sour cherry, vanilla and spicy notes, pleasant tannins and acidity, medium body and finish. Very good quality!
Like
Comment
Laszlo Gy
1082 ratings
Rated on Nov 30, 2018
Blueberry, blackberry and cherry notes. Jammy on the tongue with subtle liquorice and oak. Flat on the finish. Decent wine with the prize.
Like
Comment
Ryan Vols
560 ratings
Rated on Apr 27, 2018
Show more reviews","Cabernet Sauvignon, Cabernet Franc, Merlot
","Bordeaux Red
","Beef, Veal, Game (deer, venison), Poultry
Alcohol
13.5%
Residual sugar
1 g/l
Acidity
1 g/l
Allergy notice
sulfites, milk, egg
Best enjoyed between
- 2021"
2839,2839,2839,https://www.vivino.com/caprili-ilex-toscana/w/3563946?year=2016&amp;price_id=13599308,Caprili,Ilex Toscana 2016,Red wine,Toscana,Italy,3.6,220 ratings,26.76,"Community reviews
A nice dry red. Not to bold and overpowering. Price point seemed s little high ($31) for this bottle but a good wine non the less.
Like
Comment
Karl Castellino
97 ratings
Rated on Dec 1, 2018
Cherry and other red fruit with a very dry finish. Notes of cassis and leather. Enjoyable Sangiovese.
Like
Comment
Scott Toman
320 ratings
Rated on Sep 16, 2018
Very nice, enjoyed with homemade pizza
Like
Comment
Caroline Medley
256 ratings
Rated on Jun 27, 2018
Show more reviews","Sangiovese
","Tuscan Red
","Beef, Lamb, Veal, Poultry, Cured Meat"
2840,2840,2840,https://www.vivino.com/cheval-noir-bordeaux-bordeaux-blanc-grand-vin/w/3851907?year=2016&amp;price_id=16941112,Cheval Noir,Bordeaux Blanc (Grand Vin) 2016,White wine,Bordeaux,France,3.4,29 ratings,32.95,"Community reviews
Clear light lemon-green color. Medium nose with green apples and citrus notes. Dry wine with medium acidity, citrus notes and pear. Some flowers too. A bitter aftertaste. Some herbal notes. Seems unripe. Acceptable wine at most. Cheers friends 🥂
Like
Comments (12)
- # Malik El Khoury # -
288 ratings
Rated on Feb 13, 2019
A good 100% merlot, nice fruit, quite light to medium, casual and short.
Like
Comment
Lamees BM
159 ratings
Rated on Oct 10, 2018
Label design is changed a little bit. It always makes me happy. Very fruity first taste, amazing flower bouquet finish. Medium body. Recommended white wine first.
Like
Comments (1)
Layla Hwang
250 ratings
Rated on Nov 26, 2017
Show more reviews","Winery
Cheval Noir
","Bordeaux White
","Pork, Vegetarian, Poultry, Appetizers and snacks, Lean fish"
2841,2841,2841,https://www.vivino.com/ar-bodega-finca-las-moras-zonda-gran-syrah/w/1750734?year=2008&amp;price_id=155145,Bodega Finca Las Moras,Zonda Gran Syrah 2008,Red wine,Zonda Valley,Argentina,4.0,42 ratings,32.28,"Community reviews
A dark purple Argentinean Syrah from3 different valleys. The nose is is complex with red fruits, spices and tobacco leafs. The palate is formidable with elegance and a wide range of flavours with a proper structure.
Like
Comments (1)
Vitor Rodrigues
2225 ratings
Rated the 2009 vintage on Aug 21, 2013
Por uma falha técnica o vinho na confraria Fous du Vin se repetiu. O mais louco é que ele se mostrou diferente da primeira amostra. Garrafas ... cada qual com sua alma
Like
Comments (3)
""VFBorbolét
6268 ratings
Rated on Oct 14, 2018
Rojo cereza. Frutos negros en nariz. Entrada amable. Final medio.
Like
Comment
Marc
734 ratings
Rated the 2015 vintage on Aug 5, 2017
Show more reviews","Shiraz/Syrah
","Argentinian Syrah
","Beef, Lamb, Game (deer, venison), Poultry"
2842,2842,2842,https://www.vivino.com/paul-mas-gewurztraminer-vin-de-pays-doc/w/4895771?year=2016&amp;price_id=15886749,Paul Mas,Gewurztraminer 2016,White wine,Pays d'Oc,France,3.7,142 ratings,28.48,"Community reviews
Very good wine tasted as preparation for the Decanter Wine Day in Rio de Janeiro. Made with 100% Gewürztraminer. Aged for 3 months in stainless steel tanks on the lees. Without passing through wood. Aromas of orange zest, peach, apricot, pear, mineral and floral. On the palate medium body, good structure and complexity. Great acidity and freshness. Ends with good persistence. I recommend with enthusiasm!!!
Like
Comments (47)
Luiz Octavio Moura
7510 ratings
Rated on May 13, 2019
Degustação na Decanter Wine Day, que este ano se superou.
Like
Comment
Pedro Marcos Ferreira
2103 ratings
Rated on Nov 28, 2018
Lovely. Very soft, medium dry, super smooth. Colour was fairly deep but a lot lighter than it looked.
Like
Comment
Paul Bath
427 ratings
Rated on Jan 2, 2019
Show more reviews","Gewürztraminer
","Winery
Paul Mas
Grapes
Gewürztraminer
Region
Pays d'Oc
","Rich fish (salmon, tuna etc), Spicy food, Sweet desserts, Poultry, Mild and soft cheese"
2843,2843,2843,https://www.vivino.com/gulfi-rossojbleo/w/27314?year=2013&amp;price_id=10590546,Gulfi,Rossojbleo 2013,Red wine,Terre Siciliane,Italy,3.6,294 ratings,49.0,"Community reviews
Funky nature wine to nose that feels almost corked (sommelier guarantee the wine is good)with mineral and fresh dark cherry, med+tannin, short finish
Like
Comment
Jason S
702 ratings
Rated on Aug 5, 2016
Such a treat, we'll blended. Hints of spice, blackberry, cherry.....dark fruir.
Like
Comment
Erin L
637 ratings
Rated on Aug 6, 2016
Simple red made of a grape variety called Nero d'Avola that appears ruby red with violet hue in color, pleasant aromas of red fruits on the nose,med bodied with smooth tannins, easy but not boring, well paired with lasagna.
Like
Comments (30)
C C
1013 ratings
Rated on Dec 21, 2018
Show more reviews","Nero d'Avola
","Southern Italy Red
","Beef, Pasta, Lamb"
